provider_id,provider_name,specialty,network_status,county
P01043,Provider_1043,Family Medicine,In-Network,Dallas
P01044,Provider_1044,Cardiology,In-Network,Dallas
P01045,Provider_1045,Family Medicine,In-Network,Dallas
P01046,Provider_1046,Family Medicine,In-Network,Dallas
P01047,Provider_1047,Family Medicine,In-Network,Dallas
P01048,Provider_1048,Cardiology,In-Network,Dallas
P01049,Provider_1049,Family Medicine,In-Network,Dallas
P01050,Provider_1050,Family Medicine,In-Network,Dallas
P01051,Provider_1051,Family Medicine,In-Network,Dallas
P01052,Provider_1052,Cardiology,In-Network,Dallas
P01053,Provider_1053,Family Medicine,In-Network,Dallas
P01054,Provider_1054,Family Medicine,In-Network,Dallas
P01055,Provider_1055,Family Medicine,In-Network,Dallas
P01056,Provider_1056,Cardiology,In-Network,Dallas
P01057,Provider_1057,Family Medicine,In-Network,Dallas
P01058,Provider_1058,Family Medicine,In-Network,Dallas
P01059,Provider_1059,Family Medicine,In-Network,Dallas
P01060,Provider_1060,Cardiology,In-Network,Dallas
P01061,Provider_1061,Family Medicine,In-Network,Dallas
P01062,Provider_1062,Family Medicine,In-Network,Dallas
P01063,Provider_1063,Family Medicine,In-Network,Dallas
P01064,Provider_1064,Cardiology,In-Network,Dallas
P01065,Provider_1065,Family Medicine,In-Network,Dallas
P01066,Provider_1066,Family Medicine,In-Network,Dallas
P01067,Provider_1067,Family Medicine,In-Network,Dallas
P01068,Provider_1068,Cardiology,In-Network,Dallas
P01069,Provider_1069,Family Medicine,In-Network,Dallas
P01070,Provider_1070,Family Medicine,In-Network,Dallas
P01071,Provider_1071,Family Medicine,In-Network,Dallas
P01072,Provider_1072,Cardiology,In-Network,Dallas
P01073,Provider_1073,Family Medicine,In-Network,Dallas
P01074,Provider_1074,Family Medicine,In-Network,Dallas
P01075,Provider_1075,Family Medicine,In-Network,Dallas
P01076,Provider_1076,Cardiology,In-Network,Dallas
P01077,Provider_1077,Family Medicine,In-Network,Dallas
P01078,Provider_1078,Family Medicine,In-Network,Dallas
P01079,Provider_1079,Family Medicine,In-Network,Dallas
P01080,Provider_1080,Cardiology,In-Network,Dallas
P01081,Provider_1081,Family Medicine,In-Network,Dallas
P01082,Provider_1082,Family Medicine,In-Network,Dallas
P01083,Provider_1083,Family Medicine,In-Network,Dallas
P01084,Provider_1084,Cardiology,In-Network,Dallas
P01085,Provider_1085,Family Medicine,In-Network,Dallas
P01086,Provider_1086,Family Medicine,In-Network,Dallas
P01087,Provider_1087,Family Medicine,In-Network,Dallas
P01088,Provider_1088,Cardiology,In-Network,Dallas
P01089,Provider_1089,Family Medicine,In-Network,Dallas
P01090,Provider_1090,Family Medicine,In-Network,Dallas
P01091,Provider_1091,Family Medicine,In-Network,Dallas
P01092,Provider_1092,Cardiology,In-Network,Dallas
P01093,Provider_1093,Family Medicine,In-Network,Dallas
P01094,Provider_1094,Family Medicine,In-Network,Dallas
P01095,Provider_1095,Family Medicine,In-Network,Dallas
P01096,Provider_1096,Cardiology,In-Network,Dallas
P01097,Provider_1097,Family Medicine,In-Network,Dallas
P01098,Provider_1098,Family Medicine,In-Network,Dallas
P01099,Provider_1099,Family Medicine,In-Network,Dallas
P01100,Provider_1100,Cardiology,In-Network,Dallas
P01101,Provider_1101,Family Medicine,In-Network,Dallas
P01102,Provider_1102,Family Medicine,In-Network,Dallas
P01103,Provider_1103,Family Medicine,In-Network,Dallas
P01104,Provider_1104,Cardiology,In-Network,Dallas
P01105,Provider_1105,Family Medicine,In-Network,Dallas
P01106,Provider_1106,Family Medicine,In-Network,Dallas
P01107,Provider_1107,Family Medicine,In-Network,Dallas
P01108,Provider_1108,Cardiology,In-Network,Dallas
P01109,Provider_1109,Family Medicine,In-Network,Dallas
P01110,Provider_1110,Family Medicine,In-Network,Dallas
P01111,Provider_1111,Family Medicine,In-Network,Dallas
P01112,Provider_1112,Cardiology,In-Network,Dallas
P01113,Provider_1113,Family Medicine,In-Network,Dallas
P01114,Provider_1114,Family Medicine,In-Network,Dallas
P01115,Provider_1115,Family Medicine,In-Network,Dallas
P01116,Provider_1116,Cardiology,In-Network,Dallas
P01117,Provider_1117,Family Medicine,In-Network,Dallas
P01118,Provider_1118,Family Medicine,In-Network,Dallas
P01119,Provider_1119,Family Medicine,In-Network,Dallas
P01120,Provider_1120,Cardiology,In-Network,Dallas
P01121,Provider_1121,Family Medicine,In-Network,Dallas
P01122,Provider_1122,Family Medicine,In-Network,Dallas
P01123,Provider_1123,Family Medicine,In-Network,Dallas
P01124,Provider_1124,Cardiology,In-Network,Dallas
P01125,Provider_1125,Family Medicine,In-Network,Dallas
P01126,Provider_1126,Family Medicine,In-Network,Dallas
P01127,Provider_1127,Family Medicine,In-Network,Dallas
P01128,Provider_1128,Cardiology,In-Network,Dallas
P01129,Provider_1129,Family Medicine,In-Network,Dallas
P01130,Provider_1130,Family Medicine,In-Network,Dallas
P01131,Provider_1131,Family Medicine,In-Network,Dallas
P01132,Provider_1132,Cardiology,In-Network,Dallas
P01133,Provider_1133,Family Medicine,In-Network,Dallas
P01134,Provider_1134,Family Medicine,In-Network,Dallas
P01135,Provider_1135,Family Medicine,In-Network,Dallas
P01136,Provider_1136,Cardiology,In-Network,Dallas
P01137,Provider_1137,Family Medicine,In-Network,Dallas
P01138,Provider_1138,Family Medicine,In-Network,Dallas
P01139,Provider_1139,Family Medicine,In-Network,Dallas
P01140,Provider_1140,Cardiology,In-Network,Dallas
P01141,Provider_1141,Family Medicine,In-Network,Dallas
P01142,Provider_1142,Family Medicine,In-Network,Dallas
P01143,Provider_1143,Family Medicine,In-Network,Dallas
P01144,Provider_1144,Cardiology,In-Network,Dallas
P01145,Provider_1145,Family Medicine,In-Network,Dallas
P01146,Provider_1146,Family Medicine,In-Network,Dallas
P01147,Provider_1147,Family Medicine,In-Network,Dallas
P01148,Provider_1148,Cardiology,In-Network,Dallas
P01149,Provider_1149,Family Medicine,In-Network,Dallas
P01150,Provider_1150,Family Medicine,In-Network,Dallas
P01151,Provider_1151,Family Medicine,In-Network,Dallas
P01152,Provider_1152,Cardiology,In-Network,Dallas
P01153,Provider_1153,Family Medicine,In-Network,Dallas
P01154,Provider_1154,Family Medicine,In-Network,Dallas
P01155,Provider_1155,Family Medicine,In-Network,Dallas
P01156,Provider_1156,Cardiology,In-Network,Dallas
P01157,Provider_1157,Family Medicine,In-Network,Dallas
P01158,Provider_1158,Family Medicine,In-Network,Dallas
P01159,Provider_1159,Family Medicine,In-Network,Dallas
P01160,Provider_1160,Cardiology,In-Network,Dallas
P01161,Provider_1161,Family Medicine,In-Network,Dallas
P01162,Provider_1162,Family Medicine,In-Network,Dallas
P01163,Provider_1163,Family Medicine,In-Network,Dallas
P01164,Provider_1164,Cardiology,In-Network,Dallas
P01165,Provider_1165,Family Medicine,In-Network,Dallas
P01166,Provider_1166,Family Medicine,In-Network,Dallas
P01167,Provider_1167,Family Medicine,In-Network,Dallas
P01168,Provider_1168,Cardiology,In-Network,Dallas
P01169,Provider_1169,Family Medicine,In-Network,Dallas
P01170,Provider_1170,Family Medicine,In-Network,Dallas
P01171,Provider_1171,Family Medicine,In-Network,Dallas
P01172,Provider_1172,Cardiology,In-Network,Dallas
P01173,Provider_1173,Family Medicine,In-Network,Dallas
P01174,Provider_1174,Family Medicine,In-Network,Dallas
P01175,Provider_1175,Family Medicine,In-Network,Dallas
P01176,Provider_1176,Cardiology,In-Network,Dallas
P01177,Provider_1177,Family Medicine,In-Network,Dallas
P01178,Provider_1178,Family Medicine,In-Network,Dallas
P01179,Provider_1179,Family Medicine,In-Network,Dallas
P01180,Provider_1180,Cardiology,In-Network,Dallas
P01181,Provider_1181,Family Medicine,In-Network,Dallas
P01182,Provider_1182,Family Medicine,In-Network,Dallas
P01183,Provider_1183,Family Medicine,In-Network,Dallas
P01184,Provider_1184,Cardiology,In-Network,Dallas
P01185,Provider_1185,Family Medicine,In-Network,Dallas
P01186,Provider_1186,Family Medicine,In-Network,Dallas
P01187,Provider_1187,Family Medicine,In-Network,Dallas
P01188,Provider_1188,Cardiology,In-Network,Dallas
P01189,Provider_1189,Family Medicine,In-Network,Dallas
P01190,Provider_1190,Family Medicine,In-Network,Dallas
P01191,Provider_1191,Family Medicine,In-Network,Dallas
P01192,Provider_1192,Cardiology,In-Network,Dallas
P01193,Provider_1193,Family Medicine,In-Network,Dallas
P01194,Provider_1194,Family Medicine,In-Network,Dallas
P01195,Provider_1195,Family Medicine,In-Network,Dallas
P01196,Provider_1196,Cardiology,In-Network,Dallas
P01197,Provider_1197,Family Medicine,In-Network,Dallas
P01198,Provider_1198,Family Medicine,In-Network,Dallas
P01199,Provider_1199,Family Medicine,In-Network,Dallas
P01200,Provider_1200,Cardiology,In-Network,Dallas
P01201,Provider_1201,Family Medicine,In-Network,Dallas
P01202,Provider_1202,Family Medicine,In-Network,Dallas
P01203,Provider_1203,Family Medicine,In-Network,Dallas
P01204,Provider_1204,Cardiology,In-Network,Dallas
P01205,Provider_1205,Family Medicine,In-Network,Dallas
P01206,Provider_1206,Family Medicine,In-Network,Dallas
P01207,Provider_1207,Family Medicine,In-Network,Dallas
P01208,Provider_1208,Cardiology,In-Network,Dallas
P01209,Provider_1209,Family Medicine,In-Network,Dallas
P01210,Provider_1210,Family Medicine,In-Network,Dallas
P01211,Provider_1211,Family Medicine,In-Network,Dallas
P01212,Provider_1212,Cardiology,In-Network,Dallas
P01213,Provider_1213,Family Medicine,In-Network,Dallas
P01214,Provider_1214,Family Medicine,In-Network,Dallas
P01215,Provider_1215,Family Medicine,In-Network,Dallas
P01216,Provider_1216,Cardiology,In-Network,Dallas
P01217,Provider_1217,Family Medicine,In-Network,Dallas
P01218,Provider_1218,Family Medicine,In-Network,Dallas
P01219,Provider_1219,Family Medicine,In-Network,Dallas
P01220,Provider_1220,Cardiology,In-Network,Dallas
P01221,Provider_1221,Family Medicine,In-Network,Dallas
P01222,Provider_1222,Family Medicine,In-Network,Dallas
P01223,Provider_1223,Family Medicine,In-Network,Dallas
P01224,Provider_1224,Cardiology,In-Network,Dallas
P01225,Provider_1225,Family Medicine,In-Network,Dallas
P01226,Provider_1226,Family Medicine,In-Network,Dallas
P01227,Provider_1227,Family Medicine,In-Network,Dallas
P01228,Provider_1228,Cardiology,In-Network,Dallas
P01229,Provider_1229,Family Medicine,In-Network,Dallas
P01230,Provider_1230,Family Medicine,In-Network,Dallas
P01231,Provider_1231,Family Medicine,In-Network,Dallas
P01232,Provider_1232,Cardiology,In-Network,Dallas
P01233,Provider_1233,Family Medicine,In-Network,Dallas
P01234,Provider_1234,Family Medicine,In-Network,Dallas
P01235,Provider_1235,Family Medicine,In-Network,Dallas
P01236,Provider_1236,Cardiology,In-Network,Dallas
P01237,Provider_1237,Family Medicine,In-Network,Dallas
P01238,Provider_1238,Family Medicine,In-Network,Dallas
P01239,Provider_1239,Family Medicine,In-Network,Dallas
P01240,Provider_1240,Cardiology,In-Network,Dallas
P01241,Provider_1241,Family Medicine,In-Network,Dallas
P01242,Provider_1242,Family Medicine,In-Network,Dallas
P01243,Provider_1243,Family Medicine,In-Network,Dallas
P01244,Provider_1244,Cardiology,In-Network,Dallas
P01245,Provider_1245,Family Medicine,In-Network,Dallas
P01246,Provider_1246,Family Medicine,In-Network,Dallas
P01247,Provider_1247,Family Medicine,In-Network,Dallas
P01248,Provider_1248,Cardiology,In-Network,Dallas
P01249,Provider_1249,Family Medicine,In-Network,Dallas
P01250,Provider_1250,Family Medicine,In-Network,Dallas
P01251,Provider_1251,Family Medicine,In-Network,Dallas
P01252,Provider_1252,Cardiology,In-Network,Dallas
P01253,Provider_1253,Family Medicine,In-Network,Dallas
P01254,Provider_1254,Family Medicine,In-Network,Dallas
P01255,Provider_1255,Family Medicine,In-Network,Dallas
P01256,Provider_1256,Cardiology,In-Network,Dallas
P01257,Provider_1257,Family Medicine,In-Network,Dallas
P01258,Provider_1258,Family Medicine,In-Network,Dallas
P01259,Provider_1259,Family Medicine,In-Network,Dallas
P01260,Provider_1260,Cardiology,In-Network,Dallas
P01261,Provider_1261,Family Medicine,In-Network,Dallas
P01262,Provider_1262,Family Medicine,In-Network,Dallas
P01263,Provider_1263,Family Medicine,In-Network,Dallas
P01264,Provider_1264,Cardiology,In-Network,Dallas
P01265,Provider_1265,Family Medicine,In-Network,Dallas
P01266,Provider_1266,Family Medicine,In-Network,Dallas
P01267,Provider_1267,Family Medicine,In-Network,Dallas
P01268,Provider_1268,Cardiology,In-Network,Dallas
P01269,Provider_1269,Family Medicine,In-Network,Dallas
P01270,Provider_1270,Family Medicine,In-Network,Dallas
P01271,Provider_1271,Family Medicine,In-Network,Dallas
P01272,Provider_1272,Cardiology,In-Network,Dallas
P01273,Provider_1273,Family Medicine,In-Network,Dallas
P01274,Provider_1274,Family Medicine,In-Network,Dallas
P01275,Provider_1275,Family Medicine,In-Network,Dallas
P01276,Provider_1276,Cardiology,In-Network,Dallas
P01277,Provider_1277,Family Medicine,In-Network,Dallas
P01278,Provider_1278,Family Medicine,In-Network,Dallas
P01279,Provider_1279,Family Medicine,In-Network,Dallas
P01280,Provider_1280,Cardiology,In-Network,Dallas
P01281,Provider_1281,Family Medicine,In-Network,Dallas
P01282,Provider_1282,Family Medicine,In-Network,Dallas
P01283,Provider_1283,Family Medicine,In-Network,Dallas
P01284,Provider_1284,Cardiology,In-Network,Dallas
P01285,Provider_1285,Family Medicine,In-Network,Dallas
P01286,Provider_1286,Family Medicine,In-Network,Dallas
P01287,Provider_1287,Family Medicine,In-Network,Dallas
P01288,Provider_1288,Cardiology,In-Network,Dallas
P01289,Provider_1289,Family Medicine,In-Network,Dallas
P01290,Provider_1290,Family Medicine,In-Network,Dallas
P01291,Provider_1291,Family Medicine,In-Network,Dallas
P01292,Provider_1292,Cardiology,In-Network,Dallas
P01293,Provider_1293,Family Medicine,In-Network,Dallas
P01294,Provider_1294,Family Medicine,In-Network,Dallas
P01295,Provider_1295,Family Medicine,In-Network,Dallas
P01296,Provider_1296,Cardiology,In-Network,Dallas
P01297,Provider_1297,Family Medicine,In-Network,Dallas
P01298,Provider_1298,Family Medicine,In-Network,Dallas
P01299,Provider_1299,Family Medicine,In-Network,Dallas
P01300,Provider_1300,Cardiology,In-Network,Dallas
P01301,Provider_1301,Family Medicine,In-Network,Dallas
P01302,Provider_1302,Family Medicine,In-Network,Dallas
P01303,Provider_1303,Family Medicine,In-Network,Dallas
P01304,Provider_1304,Cardiology,In-Network,Dallas
P01305,Provider_1305,Family Medicine,In-Network,Dallas
P01306,Provider_1306,Family Medicine,In-Network,Dallas
P01307,Provider_1307,Family Medicine,In-Network,Dallas
P01308,Provider_1308,Cardiology,In-Network,Dallas
P01309,Provider_1309,Family Medicine,In-Network,Dallas
P01310,Provider_1310,Family Medicine,In-Network,Dallas
P01311,Provider_1311,Family Medicine,In-Network,Dallas
P01312,Provider_1312,Cardiology,In-Network,Dallas
P01313,Provider_1313,Family Medicine,In-Network,Dallas
P01314,Provider_1314,Family Medicine,In-Network,Dallas
P01315,Provider_1315,Family Medicine,In-Network,Dallas
P01316,Provider_1316,Cardiology,In-Network,Dallas
P01317,Provider_1317,Family Medicine,In-Network,Dallas
P01318,Provider_1318,Family Medicine,In-Network,Dallas
P01319,Provider_1319,Family Medicine,In-Network,Dallas
P01320,Provider_1320,Cardiology,In-Network,Dallas
P01321,Provider_1321,Family Medicine,In-Network,Dallas
P01322,Provider_1322,Family Medicine,In-Network,Dallas
P01323,Provider_1323,Family Medicine,In-Network,Dallas
P01324,Provider_1324,Cardiology,In-Network,Dallas
P01325,Provider_1325,Family Medicine,In-Network,Dallas
P01326,Provider_1326,Family Medicine,In-Network,Dallas
P01327,Provider_1327,Family Medicine,In-Network,Dallas
P01328,Provider_1328,Cardiology,In-Network,Dallas
P01329,Provider_1329,Family Medicine,In-Network,Dallas
P01330,Provider_1330,Family Medicine,In-Network,Dallas
P01331,Provider_1331,Family Medicine,In-Network,Dallas
P01332,Provider_1332,Cardiology,In-Network,Dallas
P01333,Provider_1333,Family Medicine,In-Network,Dallas
P01334,Provider_1334,Family Medicine,In-Network,Dallas
P01335,Provider_1335,Family Medicine,In-Network,Dallas
P01336,Provider_1336,Cardiology,In-Network,Dallas
P01337,Provider_1337,Family Medicine,In-Network,Dallas
P01338,Provider_1338,Family Medicine,In-Network,Dallas
P01339,Provider_1339,Family Medicine,In-Network,Dallas
P01340,Provider_1340,Cardiology,In-Network,Dallas
P01341,Provider_1341,Family Medicine,In-Network,Dallas
P01342,Provider_1342,Family Medicine,In-Network,Dallas
P01343,Provider_1343,Family Medicine,In-Network,Dallas
P01344,Provider_1344,Cardiology,In-Network,Dallas
P01345,Provider_1345,Family Medicine,In-Network,Dallas
P01346,Provider_1346,Family Medicine,In-Network,Dallas
P01347,Provider_1347,Family Medicine,In-Network,Dallas
P01348,Provider_1348,Cardiology,In-Network,Dallas
P01349,Provider_1349,Family Medicine,In-Network,Dallas
P01350,Provider_1350,Family Medicine,In-Network,Dallas
P01351,Provider_1351,Family Medicine,In-Network,Dallas
P01352,Provider_1352,Cardiology,In-Network,Dallas
P01353,Provider_1353,Family Medicine,In-Network,Dallas
P01354,Provider_1354,Family Medicine,In-Network,Dallas
P01355,Provider_1355,Family Medicine,In-Network,Dallas
P01356,Provider_1356,Cardiology,In-Network,Dallas
P01357,Provider_1357,Family Medicine,In-Network,Dallas
P01358,Provider_1358,Family Medicine,In-Network,Dallas
P01359,Provider_1359,Family Medicine,In-Network,Dallas
P01360,Provider_1360,Cardiology,In-Network,Dallas
P01361,Provider_1361,Family Medicine,In-Network,Dallas
P01362,Provider_1362,Family Medicine,In-Network,Dallas
P01363,Provider_1363,Family Medicine,In-Network,Dallas
P01364,Provider_1364,Cardiology,In-Network,Dallas
P01365,Provider_1365,Family Medicine,In-Network,Dallas
P01366,Provider_1366,Family Medicine,In-Network,Dallas
P01367,Provider_1367,Family Medicine,In-Network,Dallas
P01368,Provider_1368,Cardiology,In-Network,Dallas
P01369,Provider_1369,Family Medicine,In-Network,Dallas
P01370,Provider_1370,Family Medicine,In-Network,Dallas
P01371,Provider_1371,Family Medicine,In-Network,Dallas
P01372,Provider_1372,Cardiology,In-Network,Dallas
P01373,Provider_1373,Family Medicine,In-Network,Dallas
P01374,Provider_1374,Family Medicine,In-Network,Dallas
P01375,Provider_1375,Family Medicine,In-Network,Dallas
P01376,Provider_1376,Cardiology,In-Network,Dallas
P01377,Provider_1377,Family Medicine,In-Network,Dallas
P01378,Provider_1378,Family Medicine,In-Network,Dallas
P01379,Provider_1379,Family Medicine,In-Network,Dallas
P01380,Provider_1380,Cardiology,In-Network,Dallas
P01381,Provider_1381,Family Medicine,In-Network,Dallas
P01382,Provider_1382,Family Medicine,In-Network,Dallas
P01383,Provider_1383,Family Medicine,In-Network,Dallas
P01384,Provider_1384,Cardiology,In-Network,Dallas
P01385,Provider_1385,Family Medicine,In-Network,Dallas
P01386,Provider_1386,Family Medicine,In-Network,Dallas
P01387,Provider_1387,Family Medicine,In-Network,Dallas
P01388,Provider_1388,Cardiology,In-Network,Dallas
P01389,Provider_1389,Family Medicine,In-Network,Dallas
P01390,Provider_1390,Family Medicine,In-Network,Dallas
P01391,Provider_1391,Family Medicine,In-Network,Dallas
P01392,Provider_1392,Cardiology,In-Network,Dallas
P01393,Provider_1393,Family Medicine,In-Network,Dallas
P01394,Provider_1394,Family Medicine,In-Network,Dallas
P01395,Provider_1395,Family Medicine,In-Network,Dallas
P01396,Provider_1396,Cardiology,In-Network,Dallas
P01397,Provider_1397,Family Medicine,In-Network,Dallas
P01398,Provider_1398,Family Medicine,In-Network,Dallas
P01399,Provider_1399,Family Medicine,In-Network,Dallas
P01400,Provider_1400,Cardiology,In-Network,Dallas
P01401,Provider_1401,Family Medicine,In-Network,Dallas
P01402,Provider_1402,Family Medicine,In-Network,Dallas
P01403,Provider_1403,Family Medicine,In-Network,Dallas
P01404,Provider_1404,Cardiology,In-Network,Dallas
P01405,Provider_1405,Family Medicine,In-Network,Dallas
P01406,Provider_1406,Family Medicine,In-Network,Dallas
P01407,Provider_1407,Family Medicine,In-Network,Dallas
P01408,Provider_1408,Cardiology,In-Network,Dallas
P01409,Provider_1409,Family Medicine,In-Network,Dallas
P01410,Provider_1410,Family Medicine,In-Network,Dallas
P01411,Provider_1411,Family Medicine,In-Network,Dallas
P01412,Provider_1412,Cardiology,In-Network,Dallas
P01413,Provider_1413,Family Medicine,In-Network,Dallas
P01414,Provider_1414,Family Medicine,In-Network,Dallas
P01415,Provider_1415,Family Medicine,In-Network,Dallas
P01416,Provider_1416,Cardiology,In-Network,Dallas
P01417,Provider_1417,Family Medicine,In-Network,Dallas
P01418,Provider_1418,Family Medicine,In-Network,Dallas
P01419,Provider_1419,Family Medicine,In-Network,Dallas
P01420,Provider_1420,Cardiology,In-Network,Dallas
P01421,Provider_1421,Family Medicine,In-Network,Dallas
P01422,Provider_1422,Family Medicine,In-Network,Dallas
P01423,Provider_1423,Family Medicine,In-Network,Dallas
P01424,Provider_1424,Cardiology,In-Network,Dallas
P01425,Provider_1425,Family Medicine,In-Network,Dallas
P01426,Provider_1426,Family Medicine,In-Network,Dallas
P01427,Provider_1427,Family Medicine,In-Network,Dallas
P01428,Provider_1428,Cardiology,In-Network,Dallas
P01429,Provider_1429,Family Medicine,In-Network,Dallas
P01430,Provider_1430,Family Medicine,In-Network,Dallas
P01431,Provider_1431,Family Medicine,In-Network,Dallas
P01432,Provider_1432,Cardiology,In-Network,Dallas
P01433,Provider_1433,Family Medicine,In-Network,Dallas
P01434,Provider_1434,Family Medicine,In-Network,Dallas
P01435,Provider_1435,Family Medicine,In-Network,Dallas
P01436,Provider_1436,Cardiology,In-Network,Dallas
P01437,Provider_1437,Family Medicine,In-Network,Dallas
P01438,Provider_1438,Family Medicine,In-Network,Dallas
P01439,Provider_1439,Family Medicine,In-Network,Dallas
P01440,Provider_1440,Cardiology,In-Network,Dallas
P01441,Provider_1441,Family Medicine,In-Network,Dallas
P01442,Provider_1442,Family Medicine,In-Network,Dallas
P01443,Provider_1443,Family Medicine,In-Network,Dallas
P01444,Provider_1444,Cardiology,In-Network,Dallas
P01445,Provider_1445,Family Medicine,In-Network,Dallas
P01446,Provider_1446,Family Medicine,In-Network,Dallas
P01447,Provider_1447,Family Medicine,In-Network,Dallas
P01448,Provider_1448,Cardiology,In-Network,Dallas
P01449,Provider_1449,Family Medicine,In-Network,Dallas
P01450,Provider_1450,Family Medicine,In-Network,Dallas
P01451,Provider_1451,Family Medicine,In-Network,Dallas
P01452,Provider_1452,Cardiology,In-Network,Dallas
P01453,Provider_1453,Family Medicine,In-Network,Dallas
P01454,Provider_1454,Family Medicine,In-Network,Dallas
P01455,Provider_1455,Family Medicine,In-Network,Dallas
P01456,Provider_1456,Cardiology,In-Network,Dallas
P01457,Provider_1457,Family Medicine,In-Network,Dallas
P01458,Provider_1458,Family Medicine,In-Network,Dallas
P01459,Provider_1459,Family Medicine,In-Network,Dallas
P01460,Provider_1460,Cardiology,In-Network,Dallas
P01461,Provider_1461,Family Medicine,In-Network,Dallas
P01462,Provider_1462,Family Medicine,In-Network,Dallas
P01463,Provider_1463,Family Medicine,In-Network,Dallas
P01464,Provider_1464,Cardiology,In-Network,Dallas
P01465,Provider_1465,Family Medicine,In-Network,Dallas
P01466,Provider_1466,Family Medicine,In-Network,Dallas
P01467,Provider_1467,Family Medicine,In-Network,Dallas
P01468,Provider_1468,Cardiology,In-Network,Dallas
P01469,Provider_1469,Family Medicine,In-Network,Dallas
P01470,Provider_1470,Family Medicine,In-Network,Dallas
P01471,Provider_1471,Family Medicine,In-Network,Dallas
P01472,Provider_1472,Cardiology,In-Network,Dallas
P01473,Provider_1473,Family Medicine,In-Network,Dallas
P01474,Provider_1474,Family Medicine,In-Network,Dallas
P01475,Provider_1475,Family Medicine,In-Network,Dallas
P01476,Provider_1476,Cardiology,In-Network,Dallas
P01477,Provider_1477,Family Medicine,In-Network,Dallas
P01478,Provider_1478,Family Medicine,In-Network,Dallas
P01479,Provider_1479,Family Medicine,In-Network,Dallas
P01480,Provider_1480,Cardiology,In-Network,Dallas
P01481,Provider_1481,Family Medicine,In-Network,Dallas
P01482,Provider_1482,Family Medicine,In-Network,Dallas
P01483,Provider_1483,Family Medicine,In-Network,Dallas
P01484,Provider_1484,Cardiology,In-Network,Dallas
P01485,Provider_1485,Family Medicine,In-Network,Dallas
P01486,Provider_1486,Family Medicine,In-Network,Dallas
P01487,Provider_1487,Family Medicine,In-Network,Dallas
P01488,Provider_1488,Cardiology,In-Network,Dallas
P01489,Provider_1489,Family Medicine,In-Network,Dallas
P01490,Provider_1490,Family Medicine,In-Network,Dallas
P01491,Provider_1491,Family Medicine,In-Network,Dallas
P01492,Provider_1492,Cardiology,In-Network,Dallas
P01493,Provider_1493,Family Medicine,In-Network,Dallas
P01494,Provider_1494,Family Medicine,In-Network,Dallas
P01495,Provider_1495,Family Medicine,In-Network,Dallas
P01496,Provider_1496,Cardiology,In-Network,Dallas
P01497,Provider_1497,Family Medicine,In-Network,Dallas
P01498,Provider_1498,Family Medicine,In-Network,Dallas
P01499,Provider_1499,Family Medicine,In-Network,Dallas
P01500,Provider_1500,Cardiology,In-Network,Dallas
P01501,Provider_1501,Family Medicine,In-Network,Dallas
P01502,Provider_1502,Family Medicine,In-Network,Dallas
P01503,Provider_1503,Family Medicine,In-Network,Dallas
P01504,Provider_1504,Cardiology,In-Network,Dallas
P01505,Provider_1505,Family Medicine,In-Network,Dallas
P01506,Provider_1506,Family Medicine,In-Network,Dallas
P01507,Provider_1507,Family Medicine,In-Network,Dallas
P01508,Provider_1508,Cardiology,In-Network,Dallas
P01509,Provider_1509,Family Medicine,In-Network,Dallas
P01510,Provider_1510,Family Medicine,In-Network,Dallas
P01511,Provider_1511,Family Medicine,In-Network,Dallas
P01512,Provider_1512,Cardiology,In-Network,Dallas
P01513,Provider_1513,Family Medicine,In-Network,Dallas
P01514,Provider_1514,Family Medicine,In-Network,Dallas
P01515,Provider_1515,Family Medicine,In-Network,Dallas
P01516,Provider_1516,Cardiology,In-Network,Dallas
P01517,Provider_1517,Family Medicine,In-Network,Dallas
P01518,Provider_1518,Family Medicine,In-Network,Dallas
P01519,Provider_1519,Family Medicine,In-Network,Dallas
P01520,Provider_1520,Cardiology,In-Network,Dallas
P01521,Provider_1521,Family Medicine,In-Network,Dallas
P01522,Provider_1522,Family Medicine,In-Network,Dallas
P01523,Provider_1523,Family Medicine,In-Network,Dallas
P01524,Provider_1524,Cardiology,In-Network,Dallas
P01525,Provider_1525,Family Medicine,In-Network,Dallas
P01526,Provider_1526,Family Medicine,In-Network,Dallas
P01527,Provider_1527,Family Medicine,In-Network,Dallas
P01528,Provider_1528,Cardiology,In-Network,Dallas
P01529,Provider_1529,Family Medicine,In-Network,Dallas
P01530,Provider_1530,Family Medicine,In-Network,Dallas
P01531,Provider_1531,Family Medicine,In-Network,Dallas
P01532,Provider_1532,Cardiology,In-Network,Dallas
P01533,Provider_1533,Family Medicine,In-Network,Dallas
P01534,Provider_1534,Family Medicine,In-Network,Dallas
P01535,Provider_1535,Family Medicine,In-Network,Dallas
P01536,Provider_1536,Cardiology,In-Network,Dallas
P01537,Provider_1537,Family Medicine,In-Network,Dallas
P01538,Provider_1538,Family Medicine,In-Network,Dallas
P01539,Provider_1539,Family Medicine,In-Network,Dallas
P01540,Provider_1540,Cardiology,In-Network,Dallas
P01541,Provider_1541,Family Medicine,In-Network,Dallas
P01542,Provider_1542,Family Medicine,In-Network,Dallas
P01543,Provider_1543,Family Medicine,In-Network,Dallas
P01544,Provider_1544,Cardiology,In-Network,Dallas
P01545,Provider_1545,Family Medicine,In-Network,Dallas
